id,car_id,service_date,description,cost,odometer_reading
33318,7854,2023-05-25,Routine oil and filter change,642.74,8387
33319,6121,2026-03-21,Engine diagnostic and tune-up,221.23,68159
33320,4974,2023-12-28,Tire rotation and balancing,802.93,90349
33321,12192,2024-07-25,Transmission fluid flush,150.12,7412
33322,8221,2024-09-26,Headlight replacement,180.48,22391
33323,4642,2023-03-19,Suspension repair,385.8,5603
33324,9308,2025-03-01,Tire rotation and balancing,342.64,44535
33325,967,2025-08-23,Engine diagnostic and tune-up,701.7,38466
33326,6810,2022-08-30,Annual safety inspection,128.47,8358
33327,8562,2022-09-18,Annual safety inspection,828.07,70372
33328,12252,2025-01-05,Annual safety inspection,487.23,3806
33329,12614,2025-07-28,Suspension repair,435.48,30448
33330,4884,2025-07-31,Brake pad replacement,602.5,3546
33331,8793,2025-03-16,Coolant system flush,881.12,36753
33332,5401,2025-03-02,Wheel alignment,999.51,1350
33333,1942,2024-04-11,Windshield wiper replacement,938.01,26674
33334,1251,2026-01-02,Headlight replacement,863.3,30502
33335,5920,2023-04-19,Coolant system flush,75.96,11157
33336,8672,2022-12-26,Routine oil and filter change,557.76,297
33337,5405,2025-02-09,Tire rotation and balancing,768.06,14253
33338,14897,2023-08-01,Windshield wiper replacement,768.89,13790
33339,3611,2023-08-09,Annual safety inspection,893.82,28646
33340,11720,2022-12-16,Spark plug replacement,331.22,17831
33341,12620,2023-07-23,Transmission fluid flush,830.09,120153
33342,3709,2024-06-29,Headlight replacement,198.33,2337
33343,6833,2024-01-13,Coolant system flush,91.55,26150
33344,2464,2024-09-15,Routine oil and filter change,756.79,140840
33345,8056,2022-11-17,Battery replacement,105.62,67945
33346,7396,2025-02-08,Tire rotation and balancing,52.18,8514
33347,4414,2026-02-05,Engine diagnostic and tune-up,306.23,18768
33348,14082,2026-05-14,Headlight replacement,987.7,42885
33349,14279,2025-08-08,Air conditioning service,232.86,8290
33350,5951,2022-10-01,Transmission fluid flush,161.99,9749
33351,2414,2024-07-09,Air conditioning service,360.74,508
33352,10913,2026-03-03,Wheel alignment,938.16,1625
33353,11127,2023-09-09,Suspension repair,260.98,52924
33354,3613,2023-11-13,Engine diagnostic and tune-up,609.59,6827
33355,6740,2024-12-08,Headlight replacement,345.27,294
33356,12644,2023-10-15,Headlight replacement,780.51,5922
33357,13863,2025-04-19,Tire rotation and balancing,796.82,123659
33358,4735,2022-11-16,Air conditioning service,219.45,44200
33359,8898,2022-09-01,Headlight replacement,870.6,27633
33360,1475,2022-07-22,Suspension repair,504.2,49054
33361,10135,2023-08-14,Headlight replacement,661.14,29374
33362,6226,2024-11-11,Windshield wiper replacement,506.94,68302
33363,11051,2024-10-05,Spark plug replacement,820.19,43750
33364,4771,2026-01-02,Windshield wiper replacement,770.6,21601
33365,3882,2022-08-01,Coolant system flush,577.57,42919
33366,6293,2026-01-24,Headlight replacement,989.36,6310
33367,13161,2023-12-16,Headlight replacement,993.66,5970
33368,8119,2023-04-07,Windshield wiper replacement,113.19,31715
33369,13209,2025-06-15,Routine oil and filter change,908.95,2941
33370,8213,2025-04-07,Windshield wiper replacement,550.24,18878
33371,9506,2026-01-01,Battery replacement,311.9,130963
33372,10924,2024-02-29,Suspension repair,266.09,55121
33373,1534,2022-09-30,Transmission fluid flush,404.12,3007
33374,10608,2025-08-15,Battery replacement,232.24,2334
33375,10745,2026-05-22,Air conditioning service,548.88,22726
33376,1466,2024-12-30,Full detailing and cleaning,896.92,42709
33377,4298,2024-07-15,Full detailing and cleaning,99.85,27595
33378,9768,2025-10-15,Air conditioning service,460.11,106694
33379,14646,2022-08-04,Coolant system flush,791.44,113002
33380,3766,2026-06-28,Windshield wiper replacement,599,22704
33381,2346,2023-08-22,Suspension repair,366.11,44826
33382,14981,2025-03-31,Full detailing and cleaning,225.71,110712
33383,752,2024-09-13,Coolant system flush,898.76,493
33384,11958,2022-09-23,Transmission fluid flush,134.61,5189
33385,11597,2025-11-04,Annual safety inspection,894.23,12022
33386,9372,2025-03-10,Routine oil and filter change,987.54,1053
33387,8130,2026-03-14,Coolant system flush,998.25,4225
33388,4378,2026-06-12,Coolant system flush,45.44,6133
33389,13662,2024-09-05,Annual safety inspection,670.18,60176
33390,4578,2024-12-25,Engine diagnostic and tune-up,117.44,24367
33391,7043,2025-09-05,Transmission fluid flush,462.1,36741
33392,3391,2023-02-26,Wheel alignment,565.13,13155
33393,3345,2023-07-06,Full detailing and cleaning,675.68,5373
33394,1932,2024-07-05,Transmission fluid flush,55.8,3241
33395,14459,2026-05-22,Full detailing and cleaning,824.48,61561
33396,8256,2025-03-15,Engine diagnostic and tune-up,328.27,8127
33397,4979,2023-05-07,Battery replacement,253.22,17869
33398,9522,2022-10-02,Coolant system flush,509.7,7872
33399,13760,2024-10-09,Windshield wiper replacement,637.91,31177
33400,7842,2025-08-12,Windshield wiper replacement,406.43,13549
33401,14379,2024-11-27,Air conditioning service,893.02,49401
33402,8273,2024-08-24,Routine oil and filter change,488.45,6780
33403,101,2026-06-07,Suspension repair,378.48,7399
33404,6683,2026-06-24,Transmission fluid flush,545.82,31170
33405,7974,2025-07-03,Headlight replacement,805.95,42977
33406,2557,2023-12-08,Air conditioning service,960.19,35843
33407,6321,2024-01-15,Full detailing and cleaning,363.29,91755
33408,10500,2023-07-06,Routine oil and filter change,816.68,5877
33409,9728,2023-05-25,Windshield wiper replacement,306.01,98197
33410,12628,2025-01-16,Headlight replacement,536.19,36566
33411,6668,2026-03-25,Coolant system flush,252.13,18227
33412,2149,2026-02-07,Battery replacement,49.4,1620
33413,3075,2024-11-01,Brake pad replacement,950.48,22047
33414,11081,2026-01-26,Coolant system flush,710.33,8809
33415,11765,2025-06-03,Air conditioning service,51.66,5420
33416,5059,2023-07-08,Annual safety inspection,490.64,6811
33417,14464,2023-03-09,Full detailing and cleaning,824.28,119938
33418,5945,2025-10-13,Suspension repair,450.2,10159
33419,3135,2024-10-13,Full detailing and cleaning,67.53,14882
33420,9712,2024-09-24,Wheel alignment,958.8,376
33421,12575,2024-07-20,Battery replacement,935.98,14330
33422,2832,2026-05-07,Full detailing and cleaning,188.73,158347
33423,2183,2024-05-04,Engine diagnostic and tune-up,560.45,32527
33424,6603,2026-05-21,Battery replacement,142.56,45554
33425,228,2025-02-21,Spark plug replacement,573.75,26958
33426,1266,2022-08-16,Transmission fluid flush,778.04,21383
33427,7348,2023-06-16,Spark plug replacement,164.34,36223
33428,43,2023-03-17,Full detailing and cleaning,595.96,25452
33429,8414,2023-03-11,Annual safety inspection,474.91,25115
33430,7347,2025-12-27,Routine oil and filter change,931.63,15353
33431,5539,2024-08-15,Spark plug replacement,630.13,34559
33432,4195,2026-03-18,Suspension repair,611.42,9701
33433,9668,2024-09-06,Spark plug replacement,616.34,12409
33434,10960,2025-05-09,Spark plug replacement,502.1,2841
33435,12586,2022-09-04,Suspension repair,302.92,4246
33436,13496,2024-08-23,Tire rotation and balancing,718.65,50010
33437,2831,2025-09-05,Routine oil and filter change,552.9,11744
33438,10133,2025-03-11,Annual safety inspection,144.97,17650
33439,12029,2026-03-21,Annual safety inspection,540.06,35744
33440,1676,2025-10-02,Full detailing and cleaning,348.25,8742
33441,13474,2023-05-25,Tire rotation and balancing,666.18,39020
33442,3123,2023-07-08,Transmission fluid flush,331.64,74590
33443,10555,2025-08-10,Transmission fluid flush,137.01,1923
33444,541,2022-06-30,Routine oil and filter change,155.26,3363
33445,11386,2024-09-14,Annual safety inspection,617.18,3303
33446,5983,2025-09-26,Routine oil and filter change,883.42,11499
33447,14125,2023-09-10,Air conditioning service,247.31,8389
33448,10461,2024-07-31,Annual safety inspection,151.72,38665
33449,5021,2025-05-01,Brake pad replacement,437.79,1722
33450,10695,2025-09-23,Suspension repair,908.46,31367
33451,6232,2023-10-20,Full detailing and cleaning,517.3,917
33452,4035,2024-02-23,Brake pad replacement,548.78,38084
33453,10272,2023-06-07,Headlight replacement,857.57,137
33454,10389,2025-06-24,Routine oil and filter change,906.05,45700
33455,14384,2025-06-29,Windshield wiper replacement,167.63,15820
33456,12648,2026-01-20,Routine oil and filter change,910.1,40669
33457,2804,2025-01-30,Air conditioning service,502.76,33975
33458,762,2026-01-13,Tire rotation and balancing,388.88,114
33459,10607,2022-10-10,Windshield wiper replacement,271.96,26416
33460,13342,2024-12-26,Battery replacement,45.82,4307
33461,13361,2024-10-25,Suspension repair,449.14,34264
33462,3154,2022-10-05,Engine diagnostic and tune-up,63,3763
33463,12402,2024-03-20,Brake pad replacement,248.31,49135
33464,8230,2023-01-26,Full detailing and cleaning,829.92,24914
33465,4738,2023-03-11,Spark plug replacement,317.65,3109
33466,2491,2022-12-03,Tire rotation and balancing,700.05,123619
33467,14076,2022-08-10,Tire rotation and balancing,601.91,43100
33468,14813,2025-03-27,Wheel alignment,440.52,29698
33469,2662,2025-07-07,Full detailing and cleaning,752.45,3356
33470,1507,2023-10-20,Transmission fluid flush,533.17,83353
33471,7467,2023-01-12,Annual safety inspection,119.16,41248
33472,12327,2025-07-28,Battery replacement,757.7,160886
33473,10883,2024-07-21,Headlight replacement,472.56,18954
33474,474,2023-01-13,Annual safety inspection,952.73,10761
33475,10915,2025-05-02,Transmission fluid flush,580.17,102629
33476,3183,2025-04-15,Annual safety inspection,629.88,7621
33477,4918,2024-08-28,Transmission fluid flush,197.48,451
33478,14758,2023-10-17,Suspension repair,195.98,21515
33479,143,2024-05-31,Routine oil and filter change,406.4,7513
33480,12013,2023-06-05,Tire rotation and balancing,694.56,7385
33481,6962,2024-02-25,Air conditioning service,427.31,4222
33482,7395,2024-06-11,Battery replacement,869.69,30687
33483,6501,2023-06-22,Suspension repair,346.23,5521
33484,14491,2026-03-17,Transmission fluid flush,571.84,11106
33485,10878,2025-08-29,Annual safety inspection,882.16,59730
33486,9113,2023-12-29,Suspension repair,220.84,49854
33487,10475,2024-01-16,Engine diagnostic and tune-up,499.27,87328
33488,13041,2025-07-21,Suspension repair,274.81,9676
33489,8541,2026-06-23,Headlight replacement,113.65,12321
33490,943,2026-04-05,Transmission fluid flush,419.64,99659
33491,12830,2022-07-09,Air conditioning service,211.93,58437
33492,9749,2023-08-16,Wheel alignment,729.84,25875
33493,12458,2023-07-20,Air conditioning service,720.88,87484
33494,199,2022-11-01,Full detailing and cleaning,919.38,129
33495,11768,2025-11-10,Air conditioning service,261.67,9821
33496,5564,2026-02-05,Battery replacement,631.36,1392
33497,12748,2025-09-16,Engine diagnostic and tune-up,211.96,88705
33498,5539,2023-06-08,Brake pad replacement,388.43,939
33499,2817,2024-08-28,Wheel alignment,914.2,7339
33500,13209,2024-01-28,Engine diagnostic and tune-up,475.28,25076
33501,1299,2024-04-25,Brake pad replacement,137.22,25330
33502,12997,2023-09-23,Annual safety inspection,539.87,28545
33503,10474,2023-05-14,Windshield wiper replacement,463.62,114591
33504,2260,2022-09-28,Wheel alignment,638.33,1683
33505,14862,2023-03-17,Tire rotation and balancing,876.32,14858
33506,4071,2026-02-02,Air conditioning service,697.12,61957
33507,263,2023-09-04,Brake pad replacement,519.37,16138
33508,6593,2024-05-12,Tire rotation and balancing,348.75,28042
33509,1183,2026-03-13,Annual safety inspection,873.86,37135
33510,13795,2025-05-14,Engine diagnostic and tune-up,868.3,22826
33511,11767,2023-04-22,Tire rotation and balancing,454.78,774
33512,395,2025-03-18,Routine oil and filter change,94.15,12264
33513,1680,2024-03-19,Routine oil and filter change,993.76,103057
33514,13317,2024-05-09,Routine oil and filter change,453.27,32413
33515,13367,2025-02-02,Battery replacement,220.88,15544
33516,2596,2023-06-27,Annual safety inspection,884.29,8910
33517,14453,2022-11-29,Transmission fluid flush,91.43,18519
33518,11737,2024-11-28,Transmission fluid flush,268.67,6298
33519,7676,2024-07-05,Brake pad replacement,271.4,3191
33520,14753,2025-08-10,Transmission fluid flush,818.11,97368
33521,6259,2026-04-16,Air conditioning service,746.27,89030
33522,1644,2023-02-21,Wheel alignment,310.02,54085
33523,4444,2024-04-13,Engine diagnostic and tune-up,842.03,13785
33524,4271,2022-09-11,Spark plug replacement,244.83,2554
33525,822,2023-11-21,Coolant system flush,923.28,45050
33526,9877,2022-09-18,Routine oil and filter change,453.54,4041
33527,10273,2024-06-17,Coolant system flush,519.69,35526
33528,12155,2022-09-03,Air conditioning service,874.32,2148
33529,10549,2025-02-28,Battery replacement,495.91,53116
33530,7038,2024-07-12,Spark plug replacement,462.02,3477
33531,4090,2026-04-20,Tire rotation and balancing,859.28,36069
33532,3123,2023-11-22,Annual safety inspection,79.08,46436
33533,12832,2024-08-29,Windshield wiper replacement,370.96,40876
33534,13893,2025-08-01,Tire rotation and balancing,583.36,40886
33535,6305,2025-07-11,Air conditioning service,340.98,45799
33536,9689,2025-11-07,Routine oil and filter change,446.04,94434
33537,5927,2025-05-13,Brake pad replacement,843.39,41619
33538,8326,2024-11-14,Battery replacement,278.54,27068
33539,11662,2026-03-14,Windshield wiper replacement,375.53,22263
33540,12139,2024-02-15,Routine oil and filter change,343.7,379
33541,3311,2022-06-30,Wheel alignment,862.94,6875
33542,14187,2024-10-31,Spark plug replacement,158.94,8701
33543,7813,2024-08-12,Brake pad replacement,775.71,26444
33544,8078,2024-05-30,Coolant system flush,329.27,65035
33545,13075,2025-03-23,Windshield wiper replacement,700.27,2443
33546,11974,2024-05-20,Battery replacement,174.75,13601
33547,1762,2024-02-28,Suspension repair,582.41,12255
33548,4999,2026-03-22,Battery replacement,434.31,13627
33549,5278,2024-12-29,Tire rotation and balancing,235.64,4013
33550,998,2022-07-20,Tire rotation and balancing,994.81,67337
33551,7149,2024-11-30,Engine diagnostic and tune-up,72.4,3646
33552,11903,2025-01-09,Windshield wiper replacement,257.67,14451
33553,11111,2025-05-09,Battery replacement,750.89,5277
33554,10343,2026-01-08,Engine diagnostic and tune-up,413.41,15846
33555,13460,2023-06-09,Annual safety inspection,479.02,3658
33556,6651,2024-10-29,Air conditioning service,75.68,12458
33557,14577,2025-03-24,Wheel alignment,893.84,15939
33558,9775,2023-12-30,Brake pad replacement,110.94,36209
33559,4370,2024-01-04,Spark plug replacement,167.89,69387
33560,5397,2024-05-20,Wheel alignment,373.74,60734
33561,12637,2024-07-09,Engine diagnostic and tune-up,519.2,9903
33562,1307,2024-07-23,Battery replacement,408.73,1347
33563,5935,2025-04-09,Battery replacement,890.73,16844
33564,14885,2025-01-19,Coolant system flush,670.57,2772
33565,12929,2025-07-07,Brake pad replacement,465.05,26049
33566,6772,2023-11-27,Routine oil and filter change,985.79,22102
33567,14069,2024-03-04,Brake pad replacement,758.7,16302
33568,10437,2023-09-18,Battery replacement,252.11,36571
33569,1293,2025-04-05,Full detailing and cleaning,840.03,15950
33570,7706,2024-09-08,Brake pad replacement,558.57,61522
33571,11777,2024-03-27,Transmission fluid flush,848.43,118179
33572,7404,2025-06-14,Tire rotation and balancing,73.65,942
33573,350,2025-09-05,Engine diagnostic and tune-up,632.76,185751
33574,11713,2024-08-07,Wheel alignment,401.83,12552
33575,3512,2025-06-02,Routine oil and filter change,206.5,25130
33576,9817,2023-04-03,Headlight replacement,801.6,12035
33577,14036,2023-10-31,Brake pad replacement,407.91,4102
33578,14550,2022-10-04,Annual safety inspection,162.39,52423
33579,11929,2024-09-13,Wheel alignment,386.8,50057
33580,3824,2022-11-16,Transmission fluid flush,172.5,63823
33581,13959,2025-03-19,Suspension repair,247.3,25010
33582,2950,2023-04-21,Battery replacement,253.99,4750
33583,62,2023-04-28,Annual safety inspection,964.25,11093
33584,7540,2022-08-21,Suspension repair,467.46,161877
33585,9697,2025-06-11,Air conditioning service,140.87,8956
33586,5782,2025-10-16,Brake pad replacement,266.17,122166
33587,673,2025-10-14,Air conditioning service,957.3,53807
33588,14092,2022-12-05,Routine oil and filter change,757.97,670
33589,8914,2025-08-11,Coolant system flush,647.78,32559
33590,9161,2025-11-17,Full detailing and cleaning,130.7,36554
33591,13014,2022-10-31,Windshield wiper replacement,992.63,16205
33592,3754,2025-01-08,Transmission fluid flush,792.71,65462
33593,12512,2025-07-30,Windshield wiper replacement,266.18,17205
33594,12599,2026-06-04,Annual safety inspection,294.84,23937
33595,11227,2023-01-03,Headlight replacement,296.58,109296
33596,13883,2026-02-28,Transmission fluid flush,422.63,32061
33597,2907,2022-07-06,Transmission fluid flush,489.56,56530
33598,2975,2023-07-05,Wheel alignment,509.19,2994
33599,5173,2023-05-17,Full detailing and cleaning,235.53,4226
33600,8906,2024-06-17,Full detailing and cleaning,271.52,104641
33601,5139,2023-04-24,Windshield wiper replacement,284.05,20641
